abstract,detail,company_name,aspect,post_nega,company_id
Microbeads scorecard,"In 2016 Greenpeace East Asia ranked the world's 30 biggest personal care companies on their commitment to eliminating microbeads from their personal care products.  The scorecard was based on four main criteria: commitment & transparency, definition, deadline and global application. This company ranked towards the bottom of the scorecard. Microbeads are not retained by wastewater treatment and end up in the ocean where they are a threat to the marine environment.
[Source 2016][More on Oceans]",Christian Dior,Environment, lesser criticism,31
Greenwashing,"Brands owned by this company are on RankaBrand's Greenwashing Alert list. These are companies that report in some way on sustainability, but the information they provide is either of marginal or no relevance and is not explicit about sustainability performance.
[Source 2014][More on Irresponsible Marketing]",Christian Dior,Social, lesser criticism,31
Tax avoidance,"This company scores Ethical Consumer's worst rating for the likely use of tax avoidance strategies, and has at least two high risk subsidiaries in tax havens.
[Source 2016][More on Finance]",Christian Dior,Business Ethics, lesser criticism,31
Efforts to pay a living wage,"This company declined to respond to a survey by the Clean Clothes Campaign for their 2014 report, 'Tailored Wage', which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Christian Dior,Social, minor criticism,31
Skin Deep hazard score (2-10),"Skin Deep is an online safety guide to cosmetics and personal care products and their potential hazards and health concerns, with over 69,000 products rated from 1 (low hazard) to 10 (high hazard).
[Source 2016][More on Product Safety]",Christian Dior,Social, minor criticism,31
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Christian Dior,Business Ethics, minor praise,31
Guidance member,"This company is a member of Guidance, a pre-competitive global initiative, convened by Quantis, which aims to provide a methodological guide with credible references that companies can use to account for the climate change impacts of their efforts on sustainable forests and agriculture in an accurate and credible manner.
[Source 2016][More on Multi-Stakeholder Initiatives]",Christian Dior,Business Ethics, minor praise,31
59.0% in Newsweek Green Ranking 2017,"This company received a score of 59/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",Christian Dior,Business Ethics, information,31
'C+' grade  in WWF Deeper Luxury report,"In 2007 WWF-UK analysed and ranked the 10 largest publicly-traded luxury brand-owners on their environmental, social and governance (ESG) performance. (Listed under information due to age of report)
[Source 2007][More on Governance]",Christian Dior,Business Ethics, information,31
100% on Corporate Equality Index,"This company is listed as having best practice on a report card on lesbian, gay, bisexual and transgender equality in corporate America.
[Source 2017][More on Workers Rights]",Coach,Social, lesser praise ,34
Supply chain practices in China,"This company received a score of 2.5/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]",Coach,Environment, Criticism,34
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 0/19.5, making it one of the worst performing companies.
[Source 2016][More on Human Rights]",Coach,Social, Criticism,34
14.8% in Newsweek Green Rankings 2016,"This company received a score of 14.8/100 in the Newsweek Green Rankings 2016, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2016][More on Sustainability Reporting]",Coach,Business Ethics, Criticism,34
Human Rights Benchmark,"The 2017 Corporate Human Rights Benchmark assessed 98 of the largest publicly traded companies in the world from the Agricultural Products, Apparel and Extractives sectors on 100 human rights indicators. This company's score was in the 20-29 band range.  The overall average score was 28.7%.
[Source 2017][More on Human Rights]",Coach,Social, lesser criticism,34
Use of fur,"This company has used fur in factory made clothing lines, and has not announced plans to stop.
[Source 2016][More on Animal Rights]",Coach,Animals, lesser criticism,34
43/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 43%, signifying it makes some efforts to manage and improve their supply chains but make little supply chain information publicly available. This company still has a long way to go towards supply chain transparency.
[Source 2016][More on Sustainability Reporting]",Coach,Business Ethics, lesser criticism,34
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Coach,Business Ethics, minor praise,34
Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",Coach,Environment, information,34
Conflict minerals rating,"As You Sow's 2017 report, Mining the Disclosures, is a deep analysis of 206 companies' human rights performance in relation to sourcing conflict minerals from the Democratic Republic of the Congo (DRC). This company's score was above 50% (Adequate).
[Source 2017][More on Human Rights]",Coach,Social, information,34
'C' grade  in WWF Deeper Luxury report,"WWF-UK analysed and ranked the 10 largest publicly-traded luxury brand-owners on their environmental, social and governance (ESG) performance.
[Source 2007][More on Governance]",Coach,Business Ethics, information,34
Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",Coach,Information,,34
OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Coach,Information,,34
Palm oil scorecard - WWF,"This company received a score of 9 out of a possible total of 9 in the WWF Palm Oil Buyers' Scorecard 2016, which rates companies on what they are - and aren't - doing to prevent the negative environmental and social impacts of palm oil production.
[Source 2016][More on Palm Oil]",Coles Supermarkets,Environment, Praise,35
Fishing policy,"Green rating in Greenpeace Canned Tuna Guide. ""Coles has taken 6th place. It has successfully made the transition to FAD-free and pole and line tuna. Coles has a solid sustainability and ethical sourcing policy for its private label tuna and sources mostly skipjack. All Coles brand tuna is now being sourced with responsible fishing methods. Coles has also invested in research that supports better traceability in the Pacific. We welcome Coles' improving approach to transparency.""
[Source 2017][More on Oceans]",Coles Supermarkets,Environment, lesser praise ,35
High free range stocking densities,"For eggs to be labelled free range, the Model Code of Practice says there should be a maximum of 1500 hens per hectare. In 2015 Choice identified which egg brands meet the Model Code. According to the report, this company uses a stocking density of 10,000 hens per hectare for its free range eggs, well in excess of the Model Code.
[Source 2015][More on Animal Rights]",Coles Supermarkets,Animals, Criticism,35
Misleading conduct,"In April 2015 the Federal Court ordered this company to pay penalties of $2.5 million for making false or misleading representations and engaging in misleading conduct in relation to the promotion of its par baked bread products, in proceedings brought by the Australian Competition and Consumer Commission (ACCC). The products were promoted as ""Baked Today, Sold Today"" and in some cases ""Freshly Baked In-Store"", when they were in fact partially baked and frozen off site by a supplier, transported and 'finished' at in-store bakeries within Coles supermarkets.
[Source 2015][More on Irresponsible Marketing]",Coles Supermarkets,Social, lesser criticism,35
Unconscionable conduct,"In Dec 2014 this company admitted to unconscionable conduct against some of its suppliers and agreed to pay a $10 million penalty in a settlement with the Australian Competition and Consumer Commission (ACCC). Coles was also ordered to refund over $12 million to suppliers.
[Source 2014][More on Governance]",Coles Supermarkets,Business Ethics, lesser criticism,35
Underpaying workers,"In 2016 the full bench of the Fair Work Commission found that Coles underpaid its employees and cut penalty rates in a cosy deal with the shop assistants' union that has cost low paid workers perhaps $70 million a year. Coles was given 10 days to provide undertakings to either compensate employees left worse off by working shifts with low penalties, or to overhaul rosters.
[Source 2016][More on Finance]",Coles Supermarkets,Business Ethics, lesser criticism,35
2007 DUMP Award winner - Poor Packaging,"Coles has been awarded Environment Victoria's 'People's Choice Award' in their 2007 DUMP report. Criticised for needlessly packing fruit and vegetables, particularly organic products, on polystyrene trays and covering them with cling wrap.
[Source 2007][More on Packaging]",Coles Supermarkets,Environment, minor criticism,35
2009 DUMP Award winner - Poor Packaging,"In 2009 Coles received Environment Victoria's Golden DUMP (Damaging and Useless Materials in Packaging) Award for their 5 Pack of Lemons wrapped in unrecyclable and unnecessary plastic packaging. Shortly afterwards, Coles withdrew this product from their shelves.
[Source 2009][More on Packaging]",Coles Supermarkets,Environment, minor criticism,35
Breaching advertising codes,"This company has been criticised for misleading advertising. In 2015 the Advertising Standards Bureau upheld complaints about a tv ad by this company on the grounds that it breached advertising codes. The ad was subsequently discontinued or modified. Follow link for details.
[Source 2015][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor criticism,35
Misleading labelling,"In July 2013 the ACCC ordered Coles Supermarkets Australia to pay six infringement notices totaling $61,200 for alleged misleading representations about the country of origin of fresh produce made in five of its stores between March 2013 and May 2013.
[Source 2013][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor criticism,35
Fined for unsafe workplace,"Fined $170,000 and ordered to pay legal costs in April 2012 after a worker fell through a ceiling at their Manly store in 2007 and received injuries. According to WorkCover, Coles management failed to implement adequate safety procedures. 
[Source 2012][More on Workers Rights]",Coles Supermarkets,Social, minor criticism,35
2010 CHOICE Shonky Award,"Named and shamed in the 2010 CHOICE Shonky Awards. Coles supermarket gets a shonky for its meal promotion fronted by celebrity chef, Curtis Stone. The deal claims you can feed four people for less than $10 the catch is you have to already happen to have some of the ingredients in your pantry--which aren't included in the price! If you include the uncosted 'pantry items' (including 3/4 of a bottle of wine) in Curtis' $7.76 Coq au vin it would actually cost more than $30.
[Source 2010][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor criticism,35
Sweatshops in Bangladesh,"This March 2012 report by the Institute for Global Labour and Human Rights reveals how 5,000 workers at a garment factory in Bangladesh toil under harsh and illegal sweatshop conditions making clothing for several companies including Coles/Wesfarmers' new Mix label. Workers are paid 16 to 22 cents an hour and routinely work seven-day, 84-hour work weeks with forced overtime. Every labor law in Bangladesh is routinely, systematically and grossly violated. [Listed under Information as Coles no longer sources garments from Bangladesh]
[Source 2012][More on Workers Rights]",Coles Supermarkets,Social, minor criticism,35
Worker abuse in Bangladesh,"This 2013 investigative report by Four Corners reveals that this company ordered clothes from factories in Bangladesh that did not meet international standards. Workers in Dhaka described unacceptable conditions that see them work long hours for little pay, sometimes under the threat of abuse if deadlines are not met. [Listed under Information as Coles no longer sources garments from Bangladesh]
[Source 2013][More on Workers Rights]",Coles Supermarkets,Social, minor criticism,35
Fined for selling underweight bread,"In Oct 2016 Coles was fined $7,500 after some of its private label loaves of bread sold in three Brisbane shops were found to be underweight.
[Source 2016][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor criticism,35
2017 CHOICE Shonky Award,"Named and shamed in the 2017 CHOICE Shonky Awards for its Coles Complete Cuisine cat food. Despite its name, this tinned treat is likely too low in fat to qualify as a 'complete' food.
[Source 2017][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor criticism,35
Misleading advertising,"In April 2014 the ACCC accepted a court enforceable undertaking from Coles Supermarkets following an investigation into a video and cartoon 'Our Coles Brand Milk Story', which was published on social media. The ACCC found the video to be misleading and deceptive. The undertaking requires Coles to not make misleading or deceptive representations in relations to milk for 3 years, and review its Australian Consumer Law compliance program.
[Source 2014][More on Governance]",Coles Supermarkets,Business Ethics, minor criticism,35
Anticompetitive behavior,"On 31 May 2005, Coles subsidiary Liquorland admitted that it had entered into illegal agreements with five applicants for liquor licences. Liquorland was subsequently penalised $4.75 million by Justice Gyles of the Federal Court for these contraventions. [listed under Information due to age of court findings]
[Source 2005][More on Governance]",Coles Supermarkets,Business Ethics, minor criticism,35
MSC certified products,"This company sells products which are certified by the Marine Stewardship Council.
[Source 2016][More on Oceans]",Coles Supermarkets,Environment, minor praise,35
GM-Free brands,"Coles branded items were rated 'green' in Greenpeace's 2011 Truefood Guide, except for chicken products. This signifies a clear policy on excluding GM-derived ingredients, including oils derived from GM crops, and animal products from animals fed on GM crops. Chicken products may be fed GM grain.
[Source 2011][More on Genetic Engineering]",Coles Supermarkets,Environment, minor praise,35
Sustainable Seafood partnership with WWF,"Coles partnered with WWF in 2011 to improve the sustainability of their seafood supply, and educate consumers about sustainable seafood choices.
[Source 2014][More on Oceans]",Coles Supermarkets,Environment, minor praise,35
Microbeads phase out,"This company has agreed to phase out the use of microbeads in their own-brand products by 2017. These particles are not retained by wastewater treatment so end up in the ocean. While microbeads aren't thought to be a health hazard to consumers, they are a threat to the marine environment.
[Source 2016][More on Oceans]",Coles Supermarkets,Environment, minor praise,35
Fairtrade products,"This company sells Fairtrade Certified coffee under its Coles brand. However this only represents a fraction of their total coffee sales.
[Source 2016][More on Workers Rights]",Coles Supermarkets,Social, minor praise,35
2013/4 Fairtrade Award winner,"Coles won the Fairtrade Retail Chain of the Year award 2013 and 2014 Fairtrade Awards.
[Source 2013][More on Workers Rights]",Coles Supermarkets,Social, minor praise,35
ABAC signatory,"This company has signed the ABAC Responsible Alcohol Marketing Code, which is designed to regulate alcohol advertising and marketing within Australia. 
[Source 2017][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor praise,35
DrinkWise contributor,"This company makes voluntary contributions to DrinkWise Australia, a not-for-profit organisation established in 2005 by the alcohol industry, whose stated goal is to help bring about a healthier and safer drinking culture in Australia.
[Source 2015][More on Irresponsible Marketing]",Coles Supermarkets,Social, minor praise,35
Good Egg Award 2013,"The RSPCA Good Egg Awards acknowledge major companies that make the switch to cage-free eggs. Coles Brand Eggs were awarded a Good Egg Award in the Retail category in 2013 for their commitment to only sourcing cage-free eggs for their Coles Brand eggs.
[Source 2013][More on Animal Rights]",Coles Supermarkets,Animals, minor praise,35
Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Coles Supermarkets,Business Ethics, minor praise,35
Sustainability claims,"This company has a number of sustainability claims on its website, covering the areas of waste & recycling, supply chain improvements, energy saving initiatives, and sustainable palm oil.
[Source 2013][More on Sustainability Reporting]",Coles Supermarkets,Business Ethics, minor praise,35
ACT participant,"This company is a participant in the Action, Collaboration, Transformation (ACT) initiative, an initiative between international brands and retailers, manufacturers, and trade unions to address the issue of living wages in the textile and garment supply chain.
[Source 2016][More on Multi-Stakeholder Initiatives]",Coles Supermarkets,Business Ethics, minor praise,35
Sustainable Agriculture Initiative member,"This company is a member of the Australian chapter of the Sustainable Agriculture Initiative (SAI) Platform, the main food industry initiative supporting the development of sustainable agriculture worldwide. Created by Nestle, Unilever and Danone in 2002, the SAI Platform is a non-profit organization to facilitate sharing, at precompetitive level, of knowledge and initiatives to support the development and implementation of sustainable agriculture practices involving the different stakeholders of the food chain.
[Source 2014][More on Multi-Stakeholder Initiatives]",Coles Supermarkets,Business Ethics, minor praise,35
Food and Grocery Code of Conduct signatory,"This company has signed up to the Food and Grocery Code of Conduct, which governs certain conduct by grocery retailers and wholesalers in their dealings with suppliers. It has rules relating to grocery supply agreements, payments, termination of agreements, dispute resolution and a range of other matters.
[Source 2015][More on Governance]",Coles Supermarkets,Business Ethics, minor praise,35
Ethical sourcing policy,"Coles have a publicly available Ethical Sourcing policy on its website.
[Source 2015][More on Sustainability Reporting]",Coles Supermarkets,Business Ethics, minor praise,35
Supplier Factory Disclosure List,"In September 2014 Coles joined Target, Kmart and Woolworths in being open and accountable about exactly where its clothes are made, by disclosing the locations of its supplier factories in  India, Cambodia and Vietnam. This is a crucial step on a journey towards better conditions for workers, Oxfam Australia said.
[Source 2014][More on Governance]",Coles Supermarkets,Business Ethics, minor praise,35
Bonsucro member,"This company is a member of Bonsucro - Better Sugar Cane Initiative, a global non-profit, multi-stakeholder organisation fostering the sustainability of the sugarcane sector through its leading metric-based certification scheme and its support for continuous improvement for members.
[Source 2017][More on Multi-Stakeholder Initiatives]",Coles Supermarkets,Business Ethics, minor praise,35
C+ grade at Behind the Barcode,"C+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Coles Supermarkets,Social, information,35
Alcohol - direct involvement,"Directly involved in the manufacture, distribution or sale of alcohol as a core business. (Does not include sale of alcoholic beverages as a non-core business).
[More on Product Safety]",Coles Supermarkets,Social, information,35
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",Coles Supermarkets,Environment, lesser praise ,35
Efforts to pay a living wage,"Oxfam Australia's Company Tracker compares the big clothing brands on their efforts to pay a living wage to the women working in their factories. This company has released the names and addresses of at least 70% of their supplier factories, and has taken some action towards paying a living wage within a set timeframe in the supply chain.
[Source 2017][More on Workers Rights]",Coles Supermarkets,Social, lesser praise ,35
Gaming,"Coles owns 89 hotels and over 3000 poker machines. Coles and Woolworths have been criticised by anti-gambling campaigners such as Get Up! and senator Nick Xenophon for facilitating problem gambling, targeting socially disadvantaged communities and refusing to introduce bet limits.
[Source 2012][More on Gaming]",Coles Supermarkets,Social, Criticism,35
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 0.5/19.5, making it one of the weakest performing companies.
[Source 2016][More on Human Rights]",Coles Supermarkets,Social, Criticism,35
35.3% in Newsweek Green Ranking 2017,"This company received a score of 35.3/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",Coles Supermarkets,Business Ethics, Criticism,35
Farm animal welfare,"The 2016 Business Benchmark on Farm Animal Welfare (BBFAW) report ranks global food companies on how they are managing and reporting their farm animal welfare policies and practices. This company appeared in tier 5, ""On the Business Agenda but Limited Evidence of Implementation"", with tier 1 being the best, and tier 6 the worst.
[Source 2017][More on Animal Rights]",Coles Supermarkets,Animals, lesser criticism,35
Coal Mining,"Wesfarmers owns one coal mine plus a 40% interest in a second coal mine. Wesfarmers sold it's Premier Coal open-cut mine to Chinese miner Yanzhou Coal Mining in 2011.
[Source 2011][More on Climate Change]",Coles Supermarkets,Environment, minor criticism,35
Supply chain sourcing,"This 2013 report by The Australian Council of Superannuation Investors (ACSI) investigates the labour and human rights risks in supply chain sourcing. This company is identified on page 21 as a company which sources products from countries with known systemic labour and human rights concerns.
[Source 2013][More on Human Rights]",Coles Supermarkets,Social, minor criticism,35
Tobacco - indirect,"Involved in sale of tobacco-related products as a non-core business.
[More on Product Safety]",Coles Supermarkets,Social, minor criticism,35
Political donations,"According to the democracy4sale.org website, this company donated $97,500 to Australia's major political parties between 2009 and 2013, as disclosed to the Australian Electoral Commision (AEC).
[Source 2013][More on Politics]",Coles Supermarkets,Business Ethics, minor criticism,35
Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: put a price on carbon; responsible corporate engagement in climate policy; report climate change information in mainstream reports as a fiduciary duty.
[Source 2017][More on Climate Change]",Coles Supermarkets,Environment, minor praise,35
Policies on Fair wage and decent living,"Wesfarmers is mentioned in the 'Workplace human rights Reporting: a study of Australian garment and retail companies' paper as having policies on 'Fair wage and decent living' - stating that they were paying their employees in accordance with local and national wage awards and statutes. Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. Policy in there areas are particularly important in the clothing and electronics industries (though policy does not imply compliance).
[Source 2012][More on Human Rights]",Coles Supermarkets,Social, minor praise,35
Sustainability Scorecard,"In the section 'Looking after our environment' in its 2012 Sustainability Report on its website, the company reports on performance with greenhouse gas emissions, energy use, water use, waste and packaging. Scorecards for divisions (e.g. Coles, Bunnings, Target, Kmart) are provided.
[Source 2012][More on Sustainability Reporting]",Coles Supermarkets,Business Ethics, minor praise,35
Previous ethical clothing australia accreditation,"This company was previously accredited and licensed to display the 'Ethical Clothing Australia' Trade Mark on their Australian-made garments, which ensures Australian workers receive fair wages and decent conditions. Their accreditation ceased in Oct 2014.
[Source 2014][More on Workers Rights]",Collette Dinnigan,Social, information,36
A- grade at Behind the Barcode,"A- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Cotton On,Social, Praise,37
Bangladesh Safety Accord signatory,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Human Rights]",Cotton On,Social, lesser praise ,37
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Cotton On,Social, lesser praise ,37
Fined over product safety,"In 2012 Cotton On was fined $1 million for selling children's sleepwear that was deemed so flammable it shouldn't have even been sold in Australia. Cotton On have also been at the centre of a number of controversies over the past few years including advertising bungles and an underpayment scandal.
[Source 2012][More on Product Safety]",Cotton On,Social, lesser criticism,37
"Forced by back-pay $278,000 to workers","In July 2010 Cotton On back-paid 3289 of its employees more than $278,000 after it was discovered the company had failed to pay staff for attending training out of working hours. Cotton On Clothing Pty Ltd entered into an enforceable undertaking with the Fair Work Ombudsman whereby the company posted an apology on Facebook, sent Human Resources managers to workplace compliance training and agreed to provide 3 consecutive annual reports on its active compliance. 
[Source 2010][More on Workers Rights]",Cotton On,Social, minor criticism,37
Animal testing status unknown,"This company does not appear on the cruelty free lists of PETA, Leaping Bunny or CCF, nor do they appear on PETA's list of companies who do test on animals. Rubi cosmetics are made in China where animal testing used to be, but is no longer, required so it is unclear whether their cosmetics are tested on animals.
[Source 2016][More on Animal Testing]",Cotton On,Animals, minor criticism,37
Copyright infringement,"The Full Federal Court of Australia ordered Cotton On Clothing Pty Ltd to pay damages of $280,000 to Elwood Clothing Pty Ltd after finding that Cotton On  Clothing Pty Ltd had infringed the copyright of T-shirt and swing-tag designs belonging to Elwood Cothing Pty Ltd.  http://www.lawlive.com.au/news - see Section 12 for description
[Source 2009][More on Governance]",Cotton On,Business Ethics, minor criticism,37
Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary initiative which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2017][More on Multi-Stakeholder Initiatives]",Cotton On,Business Ethics, minor praise,37
Supplier Factory Disclosure List,"This company is one of of a handful of major Australian fashion retailers to publish the names and addresses of their supplier factories.
[Source 2016][More on Governance]",Cotton On,Business Ethics, minor praise,37
Ethics claims,"This company has extensive ethics claims on its website under the headings of ethical design, sourcing, production, logistics and retailing.
[Source 2017][More on Sustainability Reporting]",Cotton On,Business Ethics, minor praise,37
Cotton On Foundation,"The Cotton On Foundation raises funds through the sale of charity items, such as reusable shopping bags, in Cotton On Group stores. With these funds they assist several project and other charities.
[Source 2010][More on Finance]",Cotton On,Business Ethics, minor praise,37
Efforts to pay a living wage,"Oxfam Australia's Company Tracker compares the big clothing brands on their efforts to pay a living wage to the women working in their factories. This company has released the names and addresses of at least 70% of their supplier factories, but has taken no action towards paying a living wage, and does not have a satisfactory grievance mechanism in place for workers to report violations of their rights.
[Source 2017][More on Workers Rights]",Cotton On,Social, information,37
Licensing agreement with Time Warner,"In 2013 Cotton On Kids, the childrenswear arm of Cotton On, teamed up with Warner Bros Consumer Products Australia and New Zealand (part of media conglomerate Time Warner). Starting Jan 2014 Cotton On Kids selected baby and children's apparel and accessories will be sporting DC Comics' Batman, Superman and Wonder Woman designs. Time Warner is the world's largest media conglomerate.
[Source 2013][More on Governance]",Cotton On,Business Ethics, information,37
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",Country Road,Environment, lesser praise ,38
B+ grade at Behind the Barcode,"B+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Country Road,Social, lesser praise ,38
Efforts to pay a living wage,"Oxfam Australia's Company Tracker compares the big clothing brands on their efforts to pay a living wage to the women working in their factories. This company has not published a list of its supplier factories, has not made a public commitment to paying living wages, and does not have a satisfactory grievance mechanism in place for workers to report violations of their rights.
[Source 2017][More on Workers Rights]",Country Road,Social, Criticism,38
Breaching advertising codes,"This company has been criticised for offensive advertising. In 2014 the Advertising Standards Bureau upheld complaints about an internet ad by this company on the grounds that it breached advertising codes. The ad was subsequently discontinued or modified.
[Source 2014][More on Irresponsible Marketing]",Country Road,Social, minor criticism,38
Human rights policy disclosure,"Country Road is mentioned in the 'Workplace human rights Reporting: A study of Australian garment and retail companies' paper as having policies on 'forced or compulsory labour' (Note no policy specifically relating to 'child labour' or 'freedom of association'). Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. Policy in there areas are particularly important in the clothing and electronics industries (though policy does not imply compliance). 
[Source 2012][More on Human Rights]",Country Road,Social, minor praise,38
Social responsibility claims,"This company has a number of corporate responsibility claims on its website covering the areas of employees, community, environment and ethical trade. Initiatives include sourcing non-mulesed wool, supporting charities, waste and recycling schemes, installation of water tanks and implementing their Code of Labour Practice.
[Source 2012][More on Sustainability Reporting]",Country Road,Business Ethics, minor praise,38
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Country Road,Business Ethics, minor praise,38
Misleading conduct,"In May 2011 Country Road payed former CEO John Cheston $1.1m to settle a lawsuit. Cheston was suing the company for $6.5m for misleading conduct in his hiring and breach of contract when dismissing him without notice.
[Source 2011][More on Governance]",Country Road,Business Ethics, information,38
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Country Road,Social, lesser praise ,38
Responsible Retailer Award,"In 2012 Woolworths Holdings won the International Responsible Retailer of the Year Award at the World Retail Congress for the third time in five years. Improved indicators include carbon footprint, water and packaging reduction, sustainable clothing and food products.
[Source 2012][More on Governance]",Country Road,Business Ethics, lesser praise ,38
